,n,p,r,num_anchors,TV_err_V,TV_err_U,TV_err_P_hat,TV_err_P,L2_err_V,L2_err_U,L2_err_P_hat,L2_err_P,sim_time,decomp_time,trial,ln_n,ln_TV_err_V,ln_TV_err_U
12,2000000,1000,6,75,6.383971787936483,266.2301265465735,284.3494603503125,100.72363737222216,0.0346560459958778,18.65199988981773,0.280467826565045,0.0430396709232569,24.509753227233887,2.7046492099761963,2,14.508657738524219,1.8537904409548613,5.584361072159179
13,2000000,1000,6,75,6.919738698114873,291.6622284614412,282.20677917192955,100.25983587730624,0.0371387427921552,22.185871020623367,0.2761592341375258,0.0429154995714662,25.94441246986389,2.709651231765747,3,14.508657738524219,1.9343780085286126,5.6755963808700995
14,2000000,1000,6,75,5.955829935311818,289.7109022827467,283.0057385177916,98.66375303689384,0.0303762920405857,21.798986570969767,0.2787288826021491,0.0421787354228318,21.94588875770569,2.702162265777588,4,14.508657738524219,1.784370560907021,5.668883537076336
15,5000000,1000,6,75,5.695858339053316,233.76009100711337,205.82264720233763,86.56421943143164,0.0275576238633348,14.74956189384626,0.1469650889964378,0.0348818367662904,65.65690112113953,2.796861171722412,0,15.424948470398375,1.7397393035499338,5.454295337320903
16,5000000,1000,6,75,4.925387314883469,215.05810065299045,204.58672836581744,86.27581825366197,0.0230042551096007,12.31126115358567,0.143463887603762,0.0360852308244968,61.08219146728516,2.678015947341919,1,15.424948470398375,1.5944029141478167,5.370908227215906
17,5000000,1000,6,75,4.291411042922032,199.0035331305135,204.6673389481924,84.35358458448482,0.0189795434922786,10.53480679685147,0.1430467578245661,0.034395231339099,61.09399771690369,2.7624900341033936,2,15.424948470398375,1.4566155932934715,5.293322578991575
18,5000000,1000,6,75,2.878595237664158,180.4483029781783,204.46892496765207,83.15418703549398,0.0102430790982405,8.805148729550382,0.1430052460351668,0.0336254137260708,60.77579355239868,2.6945455074310303,3,15.424948470398375,1.057302410452012,5.195444326656537
19,5000000,1000,6,75,3.835115198980521,198.27886496148,206.149650074292,86.07765576131871,0.0165673279545842,10.42603283318968,0.1466495329841233,0.0353961183958723,61.46050763130188,2.7834880352020264,4,15.424948470398375,1.344199473215656,5.289674448713354
20,10000000,1000,6,75,0.4633245476479773,138.6433468210067,167.80923667026656,67.89737596358958,0.0001795199899464,5.364960546548632,0.1002161408184988,0.0242210253011208,122.6193208694458,2.908612012863159,0,16.11809565095832,-0.7693275036161289,4.931904785486769
21,10000000,1000,6,75,0.501728241072928,141.14262986693302,167.09923524477435,70.25136521033929,0.0002160352665001,5.563569936118302,0.0983689956219367,0.0257844039870657,124.19659900665285,2.8888721466064453,1,16.11809565095832,-0.6896966583189137,4.9497709384367345
22,10000000,1000,6,75,1.3005701033881618,147.82318142262113,170.21541806734675,72.20781216882239,0.0020408527030493,5.999130605746654,0.1033610597450838,0.0267022296218934,122.5684597492218,2.904850482940674,2,16.11809565095832,0.26280270940427763,4.996016839399671
23,10000000,1000,6,75,0.4284476395772166,141.5414568913256,170.72487153660632,69.88792463666091,0.0001598378536963,5.698182516184059,0.1048510089104872,0.0258065395732755,122.44151139259338,2.927785873413086,3,16.11809565095832,-0.8475867430962902,4.952592655736714
24,10000000,1000,6,75,0.490146940693848,139.55295818466757,166.14883359735734,70.03315070995725,0.0002058769328555,5.461406973919594,0.0981704992327423,0.0260168904030056,123.30028295516968,2.934861898422241,4,16.11809565095832,-0.7130500538651383,4.938444157784654
25,30000000,1000,6,75,0.2926385452721994,139.5531578786808,128.2498893925573,47.96506141677381,7.416173050459954e-05,5.494428548232913,0.0664326438715951,0.0128289946854753,366.125608921051,2.713984489440918,0,17.216707939626428,-1.2288170654010098,4.938445588738702
26,30000000,1000,6,75,0.3026890117160786,139.08735871371937,129.85223831590662,48.90050442884855,7.67510504982529e-05,5.4350335641407295,0.0690112634147262,0.0134146189250948,393.975593328476,2.669661045074463,1,17.216707939626428,-1.195049364518285,4.935102215674688
27,30000000,1000,6,75,0.2697091355139266,138.8694088403778,129.8509464003816,49.22175010917887,5.881259053583857e-05,5.430414939881917,0.0685629189247629,0.013362755570849,389.5756244659424,2.668288469314575,2,17.216707939626428,-1.3104111765368345,4.933533986774006
28,30000000,1000,6,75,0.2805222395545582,137.6259955855238,130.39657727917796,49.772592091651575,6.66561583793934e-05,5.361131543788246,0.070021277798026,0.0140359074199445,364.7170674800873,2.6882200241088867,3,17.216707939626428,-1.2711022717628129,4.924539829062264
29,30000000,1000,6,75,0.2848932323243908,141.7680158247761,132.54252342482044,48.66603436383956,7.219872728809588e-05,5.5615824781224354,0.072412351186946,0.0133175324208608,374.7444224357605,2.7160134315490723,4,17.216707939626428,-1.2556407923255615,4.954192030297495
0,800000,1000,6,1,3.9032139907450825,213.5602554947532,298.215760606126,204.98620772061795,0.3656678708693699,12.26608658534674,2.0196586213230687,0.8883485066431382,9.88981556892395,2.7557694911956787,0,13.592367006650065,1.3618003139425299,5.363919019991792
1,800000,1000,6,1,4.235354811437679,237.0099837367821,308.84024376130964,224.29001631496143,0.5133024974408902,15.07439348882678,2.0020522524501425,0.904799371316848,9.869736194610596,2.6776247024536133,1,13.592367006650065,1.4434671053354997,5.468102265719533
2,800000,1000,6,1,4.888224336187163,297.16925011047186,277.1766591025103,238.0796327029076,0.5527987142509725,23.27915434710892,1.9938262057468763,1.0321266666699502,9.7491192817688,2.711113929748535,2,13.592367006650065,1.5868291161081103,5.694301842182732
3,800000,1000,6,1,4.019772981415477,247.4055035058359,278.9600309416415,200.0232141126844,0.4319083946468633,16.913133561167832,2.007121985140474,0.8847183338306124,9.72540044784546,2.7281923294067383,3,13.592367006650065,1.3912254287516028,5.511028705086209
4,800000,1000,6,1,4.664492403938657,290.2180827518161,299.61789109610095,259.1734422243096,0.5592941150546578,23.12010774994904,2.014155127559175,1.1196652017341355,9.870715379714966,2.70647931098938,4,13.592367006650065,1.5399790189340403,5.670632649852084
5,800000,1000,6,2,3.751666510428442,182.8122220822957,301.31176690596214,175.71230580594386,0.2504629159756422,9.134266402917902,2.663006625172504,0.7843093673773949,9.673697710037231,2.716294527053833,0,13.592367006650065,1.3222001440455673,5.208459517191424
6,800000,1000,6,2,1.0910655540039496,142.50873465841877,311.7207245762117,119.22911666330558,0.0013355763998977,5.600624203332867,2.684764566392513,0.757403999140438,9.643608331680298,2.6627767086029053,1,13.592367006650065,0.0871547912089394,4.959403293678744
