,n,p,r,anchor_prob,num_anchors,TV_err_V,TV_err_U,TV_err_P_hat,TV_err_P,L2_err_V,L2_err_U,L2_err_P_hat,L2_err_P,sim_time,decomp_time,trial
0,2000000,100,6,1,10,0.3671850462294462,22.30061675670593,8.196109345574229,2.4811824095977473,0.0008880606642131103,1.3981509328969315,0.02253206018901435,0.001927357231670223,16.266287088394165,0.2537980079650879,0
1,2000000,100,6,1,10,0.4417791512318946,23.125062726109082,8.233171923056819,2.5494898853920147,0.0011677441719969907,1.5043703890414928,0.021914253111682363,0.0020517844282261135,16.141778707504272,0.22910690307617188,1
2,2000000,100,6,1,10,0.3953725502505825,20.631281585714923,8.487462282520314,2.632843102803823,0.0010136338044124198,1.1858676714337992,0.023808798607297513,0.0021180911265192242,16.359192848205566,0.22574639320373535,2
3,2000000,100,6,1,10,0.37059865773605527,21.58108721175732,8.345354898161277,2.4690620627757056,0.0008455252520539065,1.2730072071382885,0.022692310567947058,0.0018274826736067922,16.120208024978638,0.2303760051727295,3
4,2000000,100,6,1,10,0.34927517970874206,22.79350659829549,8.06911232899147,2.492920619836435,0.0007255005879896689,1.439600859830301,0.02159992155748976,0.001983990257677776,16.22287368774414,0.22102952003479004,4
5,2000000,200,6,1,10,0.48458408991120966,37.48153751097175,33.2836757943269,9.460316751901697,0.0011900154959659341,2.0387502809898956,0.12498104417360023,0.01251598163542621,17.170575857162476,0.4293045997619629,0
6,2000000,200,6,1,10,0.409931998843312,39.402098901640684,34.187764545530264,9.372442738883803,0.0008580186589772271,2.1367766925773344,0.13154926423661634,0.012707208750191589,17.325248956680298,0.43988561630249023,1
7,2000000,200,6,1,10,0.4176439249257194,37.83635118875054,32.01076644631313,9.373227559164139,0.0008446140516782252,2.07795479714512,0.11885203292096763,0.012768078284087141,17.08526849746704,0.43492722511291504,2
8,2000000,200,6,1,10,0.42940747062771784,37.721138555618964,33.5257134037275,9.546068715814648,0.0008300686780678477,2.031138369262533,0.1262038263935229,0.013324411110187485,17.258095026016235,0.42978501319885254,3
9,2000000,200,6,1,10,0.461594505203648,37.624469370618186,34.147434743979304,8.982662980761594,0.0011430332822875023,2.024947831075413,0.12815121649558625,0.011281586212317956,17.420138359069824,0.41503143310546875,4
10,2000000,500,6,1,10,0.46457127144998367,80.24195346726603,116.60750223807364,40.22016959019919,0.0006907885359066077,3.6178481807655816,0.5790391210412825,0.08074989073489788,20.01101517677307,1.2244093418121338,0
11,2000000,500,6,1,10,0.5147998495347276,80.83080351657381,115.64004421347721,41.47167913460318,0.0009033042141410815,3.6275924273701756,0.5778022038293338,0.08604122448453175,20.20991802215576,1.1959917545318604,1
12,2000000,500,6,1,10,0.4652863888061589,80.60199321125062,115.2044156831243,41.40964384421475,0.0007218417890209498,3.609810397004661,0.5856220336628928,0.08693167675211147,20.02652907371521,1.145073413848877,2
13,2000000,500,6,1,10,0.4499083623154383,80.96311515613971,115.98373203596515,41.432643502699165,0.0006641289057668513,3.760531194037235,0.5818857088614253,0.08491176995956036,19.858640432357788,1.1824967861175537,3
14,2000000,500,6,1,10,0.5303789123062882,81.28693048797251,114.87020234102746,41.55079114620932,0.0010343098787467335,3.7067694323307494,0.5697391586064033,0.08571849517334765,20.416757345199585,1.1800756454467773,4
15,2000000,1000,6,1,10,0.5414564670833332,141.07543159223076,257.69846985676685,106.77322207722466,0.0007723785320640002,5.505252038839264,1.3405507667880787,0.26489696861101986,25.299968719482422,2.7785141468048096,0
16,2000000,1000,6,1,10,0.5369204348396942,140.62621063414204,259.86328305285025,105.96537927506088,0.0007172708270010772,5.525654865127688,1.3527867388953423,0.25504375777961713,24.981648921966553,2.782665491104126,1
17,2000000,1000,6,1,10,1.210256970716931,147.53051670757068,259.81494627361116,109.62701056131928,0.012615841583650762,6.046356439049908,1.369599898470976,0.25942581870640485,25.131986379623413,2.8859195709228516,2
18,2000000,1000,6,1,10,1.0508628428092912,148.51394660123827,257.3837267843773,108.97379899757365,0.006421026348850964,6.0227533798154145,1.3298602458442268,0.26213689181972055,25.346765756607056,2.857738733291626,3
19,2000000,1000,6,1,10,0.6257707682846061,140.2235702341452,260.5298674156239,105.61201712284561,0.0011259362600653407,5.446587357231621,1.3745174922268355,0.25224244127643036,24.8943989276886,2.866576671600342,4
